1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice_log,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
1324,0.0,2.0,863,461,550,2006.0,1324,6240,48.0,176.0,38,5,8,1324,2006,2006,12.445089546000672,False,False,True,False,True,False,False,False,False,False,False,True,False
728,728.0,3.0,0,728,400,2007.0,1456,9018,65.0,0.0,24,5,7,728,2007,2007,12.09815330331068,False,False,False,False,False,False,False,True,False,False,False,True,False
904,0.0,3.0,0,876,408,1966.0,904,7162,69.0,41.0,0,7,5,876,1966,1966,11.607326140391711,False,False,True,False,False,False,False,True,False,True,False,False,True
729,0.0,2.0,0,270,0,1980.0,729,4130,56.0,0.0,0,6,3,270,1935,2003,10.858998997563564,False,False,True,False,False,False,False,True,False,True,False,False,True
859,319.0,2.0,0,859,384,1964.0,1178,8712,66.0,0.0,0,7,4,859,1900,1950,11.540307141711446,False,True,False,False,False,False,False,True,True,False,False,False,True
1228,0.0,2.0,767,461,472,1988.0,1228,4671,40.0,0.0,120,5,8,1228,1988,1989,12.14950229404178,False,True,False,False,True,False,False,False,False,False,False,True,False
960,0.0,3.0,789,171,576,1970.0,960,9873,60.0,160.0,288,5,4,960,1970,1970,11.76756768334381,False,False,False,False,False,False,False,False,False,True,False,False,True
725,754.0,3.0,533,192,475,1976.0,1479,13517,69.0,289.0,44,8,6,725,1976,2005,11.779128505744886,False,False,True,False,True,False,False,False,True,False,False,True,False
1350,0.0,3.0,0,1064,478,1974.0,1350,10140,78.0,174.0,0,5,6,1064,1974,1974,12.013700752882718,False,False,True,False,False,False,False,True,True,False,False,False,True
1576,978.0,3.0,0,718,704,1996.0,2554,10800,60.0,0.0,48,8,7,718,1890,1998,11.979799201207037,False,False,True,False,False,False,False,True,False,True,False,False,True
1178,0.0,3.0,1084,92,439,1973.0,1178,10000,80.0,0.0,0,6,5,1176,1973,2000,11.964001084330445,False,False,True,True,False,False,False,False,False,True,False,True,False
1325,1093.0,3.0,1173,138,983,1993.0,2418,10542,96.0,651.0,154,5,7,1311,1993,1994,12.739637756265656,True,False,False,False,True,False,False,False,True,False,False,True,False
971,0.0,3.0,523,448,300,1969.0,971,9920,69.0,0.0,0,6,5,971,1969,1969,11.763684183317412,True,False,False,False,False,False,False,True,False,True,False,False,True
1742,0.0,2.0,1148,594,564,1985.0,1742,6563,69.0,0.0,28,5,8,1742,1985,1985,12.524526376648708,True,False,False,False,True,False,False,False,True,False,False,True,False
848,0.0,1.0,662,186,420,2004.0,848,4426,69.0,169.0,0,5,6,848,2004,2004,11.870599909242044,False,False,False,False,True,False,False,False,False,True,False,True,False
864,0.0,3.0,191,673,463,1994.0,864,8120,70.0,0.0,0,7,4,864,1970,1970,11.7320609948869,False,False,True,False,False,False,False,False,False,True,False,False,True
997,0.0,4.0,0,941,548,1958.0,1470,8172,60.0,0.0,0,6,4,941,1954,1972,11.813030057420567,False,False,True,False,False,False,False,True,False,True,False,False,True
1698,0.0,3.0,1234,464,768,2007.0,1698,13286,86.0,340.0,64,5,9,1698,2007,2008,12.676076274775909,False,False,True,False,True,False,False,False,False,True,False,False,False
864,0.0,3.0,375,250,660,1989.0,864,6960,60.0,0.0,0,6,4,864,1970,1970,11.699405031912846,False,False,True,False,False,False,False,True,False,True,False,True,False
1680,0.0,3.0,808,72,540,1988.0,1680,21695,69.0,260.0,44,9,6,880,1988,2007,12.310432660854415,False,False,True,False,True,False,False,False,False,False,False,True,False
1232,0.0,2.0,724,508,632,2007.0,1232,7314,64.0,82.0,0,5,7,1232,2007,2007,12.178187442040638,False,False,False,False,True,False,False,False,False,True,False,True,False
1776,0.0,4.0,0,1584,888,1968.0,1776,11475,85.0,95.0,25,5,5,1584,1958,1958,11.608235644774552,False,False,True,False,False,False,False,True,False,True,False,False,True
848,0.0,2.0,152,628,539,1962.0,1208,6240,52.0,0.0,23,5,4,780,1925,1950,11.542484267211773,False,False,True,True,False,False,False,False,False,True,False,False,True
1616,0.0,2.0,1180,415,608,1995.0,1616,5389,39.0,0.0,152,5,8,1595,1995,1996,12.373703486914124,False,False,True,False,True,False,False,False,True,False,False,True,False
1146,0.0,3.0,786,82,438,2003.0,1146,9590,73.0,442.0,22,5,7,868,2003,2003,12.141534124392605,False,False,False,False,True,False,False,False,False,True,False,True,False
1153,878.0,3.0,252,901,541,1998.0,2031,11404,75.0,202.0,84,5,7,1153,1998,1999,12.312682380588432,False,False,False,False,False,False,False,False,False,False,False,True,False
1144,0.0,3.0,594,270,264,1961.0,1144,10000,80.0,0.0,0,6,5,864,1961,1983,11.786001385032646,False,False,True,True,False,False,False,False,True,False,False,False,True
948,0.0,3.0,0,948,300,1968.0,948,8978,69.0,0.0,0,5,5,948,1968,1968,11.589886506106357,False,False,True,False,False,False,False,True,False,True,False,False,True
880,888.0,2.0,390,490,320,1914.0,1768,10800,60.0,0.0,341,7,7,880,1914,1970,12.0015054797889,False,True,False,False,False,False,False,True,False,True,False,False,True
1040,0.0,2.0,0,0,400,1949.0,1040,8544,60.0,0.0,0,4,3,0,1950,1950,11.44571671527678,False,False,True,False,False,False,False,True,False,True,False,False,True
901,900.0,3.0,0,893,800,2005.0,1801,10463,72.0,0.0,116,5,8,893,2005,2005,12.387977448827789,False,False,True,False,False,False,False,True,False,True,False,True,False
1200,0.0,3.0,1200,0,0,1980.0,1200,10800,60.0,0.0,0,5,5,1200,1987,1988,12.095141084822892,True,False,False,False,True,False,False,False,False,True,False,False,True
864,864.0,3.0,0,864,572,2004.0,1728,9313,65.0,0.0,56,5,7,864,2004,2004,12.154779351142624,False,False,True,False,False,False,False,True,True,False,False,True,False
768,664.0,2.0,0,264,360,1910.0,1432,9600,60.0,0.0,0,7,5,264,1910,2002,11.790557201568507,False,False,True,False,False,False,False,True,False,True,False,False,True
912,0.0,3.0,832,80,288,1962.0,912,6768,65.0,0.0,0,8,6,912,1961,1996,11.8635823365834,False,True,False,False,True,False,False,False,False,True,False,True,False
1349,0.0,3.0,0,1349,539,2000.0,1349,8450,65.0,108.0,55,5,7,1349,2000,2001,12.095141084822892,False,False,True,False,False,False,False,True,False,True,False,False,True
1464,0.0,3.0,444,76,480,1997.0,1464,12886,70.0,0.0,0,6,5,520,1963,1999,12.072541252905651,False,False,False,False,False,False,False,False,True,False,False,False,True
1337,0.0,2.0,733,604,462,1993.0,1337,5395,41.0,0.0,0,5,8,1337,1993,1993,12.100712129872347,False,False,True,False,True,False,False,False,True,False,False,True,False
1175,1540.0,4.0,575,487,831,1994.0,2715,8963,69.0,289.0,204,9,8,1142,1976,1996,12.610870864650634,False,False,True,False,True,False,False,False,False,False,False,True,False
980,1276.0,4.0,300,652,554,2000.0,2256,8795,69.0,0.0,54,5,7,952,2000,2000,12.371587084007746,False,False,True,False,True,False,False,False,False,False,False,True,False
1320,1320.0,4.0,0,1240,864,1950.0,2640,11700,65.0,0.0,0,7,7,1240,1880,2003,12.491172637278908,False,False,True,False,False,False,False,True,False,True,False,True,False
1720,0.0,3.0,919,801,527,1996.0,1720,10593,59.0,338.0,56,5,7,1720,1996,1996,12.46997418931655,False,False,True,False,True,False,False,False,False,False,False,True,False
1088,441.0,4.0,0,0,240,1945.0,1529,8405,50.0,0.0,0,3,4,0,1945,1950,11.49272275765271,False,False,True,False,False,False,False,True,False,True,False,False,True
792,348.0,3.0,0,576,0,1980.0,1140,8800,55.0,0.0,160,7,4,576,1910,2004,11.477298287327075,False,False,True,False,False,False,False,True,False,True,False,False,True
660,660.0,3.0,0,660,400,2003.0,1320,7750,69.0,0.0,48,5,7,660,2003,2003,11.99535161421452,False,False,True,False,False,False,False,True,False,False,False,True,False
1494,0.0,3.0,1200,279,576,1997.0,1494,9236,79.0,0.0,27,5,6,1479,1997,1997,12.287652632522596,True,False,False,False,True,False,False,False,True,False,False,True,False
1038,1060.0,3.0,0,1030,878,2005.0,2098,10240,80.0,178.0,52,5,8,1030,2005,2005,12.526342907575106,False,True,False,False,False,False,False,True,True,False,False,False,False
1026,0.0,3.0,439,115,440,1969.0,1026,7930,61.0,0.0,48,8,6,1026,1969,2005,11.957611286231677,False,False,True,False,True,False,False,False,True,False,False,True,False
742,729.0,3.0,381,348,440,1999.0,1471,3230,34.0,894.0,24,5,6,729,1999,1999,12.058152515453552,False,False,True,False,True,False,False,False,False,True,False,False,True
866,902.0,3.0,20,846,578,2007.0,1768,10769,68.0,0.0,105,5,8,866,2007,2007,12.26434155365415,False,False,False,False,True,False,False,False,True,False,False,True,False
672,714.0,3.0,438,234,440,1978.0,1386,11616,69.0,328.0,0,5,6,672,1978,1978,11.976030352524807,False,True,False,False,False,False,True,False,False,False,False,False,True
757,0.0,3.0,549,195,440,1999.0,1501,2280,24.0,360.0,0,5,7,744,1999,1999,12.097373228606832,False,False,True,False,False,False,False,False,False,True,False,False,True
1328,1203.0,4.0,56,1198,752,1995.0,2531,12257,65.0,513.0,98,5,8,1318,1995,1995,12.577636201962656,False,False,False,False,False,True,False,False,True,False,False,True,False
864,0.0,2.0,612,252,300,2008.0,864,9100,70.0,0.0,0,6,6,864,1959,1959,11.755871643580615,False,False,True,False,False,False,True,False,False,True,False,False,True
1301,0.0,2.0,405,740,440,1965.0,1301,6911,60.0,0.0,0,5,5,1145,1924,1950,11.512925464970229,False,True,False,False,False,True,False,False,False,True,True,False,False
764,783.0,3.0,24,732,614,2009.0,1547,8640,72.0,0.0,45,5,7,756,2009,2009,12.279323107269766,False,True,False,False,True,False,False,False,False,True,False,True,False
1268,1097.0,3.0,1163,89,856,1999.0,2365,9430,82.0,673.0,128,5,8,1252,1999,1999,12.727838209334498,False,True,False,False,True,False,False,False,False,True,False,True,False
1494,0.0,3.0,437,0,481,1995.0,1494,9549,30.0,0.0,30,5,8,1494,1995,1996,12.506177237980513,False,False,False,False,False,True,False,False,False,False,False,False,False
1506,0.0,2.0,0,1498,592,2008.0,1506,14587,75.0,284.0,174,5,9,1498,2008,2008,12.484204257170104,False,False,True,False,False,False,False,True,False,True,False,False,False
980,734.0,3.0,394,586,496,1988.0,1714,10421,80.0,42.0,66,5,7,980,1988,1988,12.188417710291452,False,False,True,False,False,False,False,True,False,True,False,False,True
983,767.0,4.0,660,323,423,1989.0,1750,12508,75.0,0.0,0,7,6,983,1940,1985,11.982929094215963,False,True,False,False,False,False,False,False,False,True,False,False,True
1836,0.0,3.0,24,1836,484,2004.0,1836,9100,70.0,0.0,33,5,7,1860,2004,2005,12.28690119819279,False,False,True,False,True,False,False,False,False,False,False,True,False
1690,1589.0,4.0,1416,234,841,2003.0,3279,53504,47.0,603.0,36,5,8,1650,2003,2003,13.195613839143922,True,False,False,False,False,False,False,False,False,False,False,False,False
858,0.0,2.0,685,173,576,1983.0,858,7252,69.0,0.0,0,5,5,858,1982,1982,11.812289042195848,False,False,False,False,True,False,False,False,False,True,False,False,True
1220,0.0,2.0,836,0,396,1951.0,1220,8877,67.0,0.0,0,5,4,836,1951,1951,11.532728092266408,False,False,True,False,False,True,False,False,False,True,False,False,True
1117,0.0,3.0,422,480,672,1976.0,1117,7819,94.0,0.0,0,5,6,1029,1976,1976,11.580584113444043,False,False,False,False,False,False,False,False,False,True,False,False,True
912,0.0,2.0,456,456,275,1958.0,912,10150,70.0,1.0,0,5,5,912,1958,1958,11.648330101976432,False,False,True,False,False,False,True,False,True,False,False,False,True
1973,0.0,3.0,0,1935,895,2006.0,1973,14226,110.0,375.0,45,5,8,1935,2006,2006,12.88664104388326,False,False,False,False,False,False,False,True,False,False,False,True,False
1204,0.0,2.0,866,338,412,1998.0,1204,4500,32.0,320.0,247,5,6,1204,1998,1998,11.99535161421452,False,False,True,False,True,False,False,False,False,True,False,False,True
1614,0.0,3.0,20,1594,865,2005.0,1614,11210,86.0,240.0,59,5,7,1614,2005,2006,12.308177868467329,False,False,False,False,True,False,False,False,True,False,False,True,False
894,0.0,3.0,762,102,440,1974.0,894,13350,100.0,0.0,0,5,5,864,1974,1974,11.867097278690842,False,False,True,False,False,False,False,False,False,True,False,False,True
2020,0.0,4.0,0,0,630,1977.0,2020,8400,60.0,320.0,0,5,5,0,1977,1977,11.877568578558138,False,False,True,False,False,False,False,True,False,True,False,False,True
1004,0.0,2.0,975,0,504,1977.0,1004,10530,78.0,90.0,0,5,6,975,1977,1977,11.813030057420567,True,False,False,False,True,False,False,False,False,True,False,False,True
1253,0.0,3.0,0,1237,402,1995.0,1253,7875,63.0,38.0,21,5,7,1237,1995,1996,12.078239274020287,False,False,True,False,False,False,False,True,False,False,False,False,True
810,0.0,3.0,387,374,484,1992.0,1603,7153,65.0,0.0,124,5,6,761,1992,1992,12.077670930725647,False,False,True,False,False,False,False,False,True,False,False,True,False
1430,0.0,3.0,0,1413,605,2001.0,1430,16285,67.0,0.0,33,5,7,1413,2001,2002,12.13939851226218,False,False,True,False,False,False,False,True,True,False,False,True,False
1110,0.0,3.0,1097,0,602,1978.0,1110,9101,69.0,104.0,30,6,5,1097,1978,1978,12.016726473799254,False,False,False,False,True,False,False,False,False,False,False,True,False
742,742.0,3.0,0,742,0,1980.0,1484,6300,35.0,0.0,291,6,6,742,1914,2001,11.759785542901756,False,False,True,False,False,False,False,True,False,True,False,False,True
1342,0.0,3.0,251,491,457,1967.0,1342,9790,69.0,0.0,0,5,6,1372,1967,1967,11.992260421644849,False,False,True,False,False,False,True,False,False,True,False,False,True
966,686.0,4.0,686,0,416,1961.0,1652,10800,60.0,0.0,0,6,5,686,1915,1950,11.842229212112828,False,False,True,False,False,True,False,False,False,True,False,False,True
956,1128.0,4.0,656,300,618,2004.0,2084,10142,76.0,0.0,45,5,7,956,2004,2004,12.358793732547838,False,False,True,False,True,False,False,False,True,False,False,True,False
901,0.0,2.0,0,901,281,1954.0,901,6000,50.0,0.0,0,7,4,901,1954,2000,11.588960151246226,False,False,True,False,False,False,False,True,False,True,False,False,True
976,1111.0,5.0,568,264,444,1966.0,2087,12205,69.0,157.0,168,8,6,832,1966,2007,12.141534124392605,True,False,False,False,False,True,False,False,False,False,False,True,False
1145,0.0,2.0,16,1129,397,2005.0,1145,3182,43.0,11.0,16,5,7,1145,2005,2006,11.984178313616397,False,False,True,False,True,False,False,False,False,False,False,True,False
1062,0.0,3.0,539,490,539,1976.0,1062,11333,69.0,0.0,0,5,6,1029,1976,1976,11.896826395162552,False,False,False,False,False,False,False,False,True,False,False,False,True
1127,886.0,3.0,862,255,455,1997.0,2013,9920,92.0,0.0,130,5,7,1117,1996,1997,12.50539915757667,False,False,False,False,False,False,False,True,False,True,False,False,True
1496,0.0,3.0,0,1496,474,2007.0,1496,9158,76.0,140.0,130,5,8,1496,2007,2007,12.323855681186558,False,False,False,False,False,False,False,True,False,True,False,True,False
1086,809.0,3.0,0,712,409,1994.0,1895,10832,69.0,0.0,46,5,7,712,1994,1996,12.178187442040638,False,False,True,False,False,False,False,True,False,False,False,True,False
888,676.0,3.0,0,650,476,1980.0,1564,8400,70.0,130.0,50,6,6,650,1980,1981,12.049418835484795,False,False,True,False,False,False,False,True,False,True,False,False,True
1285,0.0,3.0,0,660,528,1977.0,1285,8197,71.0,148.0,0,5,6,660,1977,1977,11.874090314181814,False,False,True,False,False,False,False,True,True,False,False,False,True
773,0.0,2.0,570,203,240,1953.0,773,7677,57.0,0.0,0,5,5,773,1953,1953,11.608235644774552,False,False,True,False,False,False,False,True,False,True,False,False,True
1966,1174.0,4.0,0,1926,820,2009.0,3140,13518,104.0,860.0,78,5,9,1926,2008,2009,13.09190416991962,False,False,True,False,False,False,False,True,False,False,False,False,False
981,787.0,3.0,569,162,240,1939.0,1768,7200,60.0,252.0,0,7,5,731,1937,1950,12.072541252905651,False,False,True,False,False,False,False,False,False,True,False,True,False
616,1072.0,4.0,462,154,603,1997.0,1688,12798,79.0,0.0,114,5,6,616,1997,1997,12.206072645530174,True,False,False,False,True,False,False,False,True,False,False,True,False
1196,0.0,2.0,197,999,440,1957.0,1196,4800,40.0,0.0,0,7,4,1196,1916,1990,11.607326140391711,False,False,True,False,False,True,False,False,False,True,False,False,True
728,728.0,3.0,648,80,410,2005.0,1456,8199,63.0,0.0,18,5,7,728,2005,2005,12.14950229404178,False,False,False,False,True,False,False,False,False,False,False,True,False
1734,1088.0,3.0,0,1734,1020,2009.0,2822,13891,107.0,424.0,170,5,9,1734,2008,2009,13.27582753591546,True,False,False,False,False,False,False,True,True,False,False,False,False
1128,0.0,2.0,812,124,286,1954.0,1128,9000,75.0,0.0,0,5,5,936,1954,1954,11.6784399034478,False,False,True,False,False,True,False,False,False,True,False,False,True
1428,0.0,3.0,0,1417,554,2008.0,1428,12274,91.0,256.0,60,5,7,1417,2008,2008,12.33569641332368,False,False,True,False,False,False,False,True,True,False,False,False,False
980,0.0,3.0,400,100,384,1967.0,980,9750,75.0,0.0,0,5,5,980,1967,1967,11.816726919301892,False,False,False,False,False,False,False,True,False,False,False,False,True
1072,504.0,3.0,1309,15,528,1923.0,1576,21384,144.0,0.0,312,6,5,1324,1923,2004,12.31716669303576,True,False,False,False,True,False,False,False,True,False,False,True,False
1086,0.0,3.0,516,380,484,1966.0,1086,13400,85.0,1047.0,0,5,5,1024,1966,1966,11.982616545377663,False,False,False,False,False,False,False,False,True,False,False,False,True
1075,1063.0,2.0,0,849,360,1910.0,2138,8100,90.0,0.0,156,5,5,849,1898,1965,11.571194373094205,False,False,True,False,False,False,False,True,False,True,False,False,True
1309,0.0,3.0,663,0,484,1974.0,1309,10140,78.0,99.0,0,6,6,1040,1974,1999,12.106252310247962,False,False,True,False,False,False,False,False,True,False,False,True,False
848,0.0,1.0,662,186,420,2004.0,848,4438,69.0,169.0,0,5,6,848,2004,2004,11.881034786534624,True,False,False,False,True,False,False,False,False,False,False,True,False
1044,0.0,2.0,0,540,504,1952.0,1044,8712,66.0,0.0,0,5,5,540,1952,1952,10.932981961904137,False,False,False,False,False,False,False,True,False,True,True,False,False
1442,0.0,4.0,608,834,301,1958.0,1442,9750,75.0,243.0,0,6,6,1442,1958,1958,11.969717200243734,False,False,True,False,False,False,True,False,True,False,False,False,True
686,564.0,3.0,0,686,280,1955.0,1250,8248,45.0,0.0,0,7,5,686,1918,1950,11.661345470088502,False,False,True,False,False,False,False,True,False,True,True,False,False
1661,0.0,3.0,0,1649,598,1998.0,1661,12137,48.0,442.0,34,5,7,1649,1998,1998,12.323411137947408,False,False,True,False,False,False,False,True,True,False,False,True,False
1008,0.0,2.0,486,522,275,1954.0,1008,11425,69.0,0.0,0,6,5,1008,1954,1954,11.827736204810265,False,False,True,True,False,False,False,False,False,True,False,False,True
1689,0.0,3.0,1218,350,857,2002.0,1689,13265,69.0,148.0,59,5,8,1568,2002,2002,12.509874099861838,False,False,True,False,True,False,False,False,True,False,False,True,False
1052,0.0,3.0,504,506,440,1971.0,1052,8816,80.0,80.0,0,7,6,1010,1971,1971,11.951180395901384,False,False,False,False,False,False,False,True,False,True,False,False,True
1358,0.0,3.0,733,625,484,2010.0,1358,6371,44.0,128.0,35,5,7,1358,2009,2010,12.319401330837175,False,True,False,False,False,False,False,True,True,False,False,True,False
798,0.0,3.0,0,798,595,2003.0,1640,7226,72.0,0.0,45,5,7,798,2003,2003,12.117241431823558,False,False,True,False,False,False,False,True,True,False,False,True,False
936,0.0,2.0,0,936,576,1974.0,936,6000,60.0,0.0,32,4,4,936,1953,1953,11.440354772135391,False,False,True,False,False,False,False,True,False,True,False,False,True
847,886.0,3.0,0,847,433,2003.0,1733,12394,69.0,0.0,48,5,7,847,2003,2003,12.323855681186558,True,False,False,False,False,False,False,True,False,False,False,True,False
944,545.0,3.0,0,778,240,1940.0,1489,9900,60.0,0.0,0,7,6,778,1940,1950,11.845819880243557,False,False,True,False,False,False,False,True,False,True,False,False,True
1489,0.0,3.0,0,1489,776,2006.0,1489,11216,81.0,0.0,140,5,8,1489,2006,2006,12.3570755190667,False,False,True,False,False,False,False,True,True,False,False,True,False
2084,0.0,2.0,1636,442,1220,2007.0,2084,14803,114.0,816.0,45,5,10,2078,2007,2008,12.86099861326992,False,False,False,False,True,False,False,False,False,False,False,False,False
784,0.0,2.0,784,0,0,1980.0,784,6130,50.0,0.0,0,6,5,784,1924,1950,11.603679828238691,False,False,True,False,False,False,False,False,False,True,False,True,False
1434,0.0,3.0,20,1434,527,2001.0,1434,8529,65.0,0.0,39,5,7,1454,2001,2001,12.14950229404178,False,False,True,False,True,False,False,False,True,False,False,True,False
1160,966.0,3.0,249,0,538,1967.0,2126,28698,69.0,0.0,0,5,5,1013,1967,1967,12.128111104060462,True,False,False,False,False,True,False,False,False,False,False,False,True
520,623.0,2.0,0,600,480,2005.0,1223,2544,24.0,0.0,166,5,7,600,2005,2005,11.900905258737373,False,False,True,False,False,False,False,True,True,False,False,True,False
1392,0.0,3.0,1040,352,458,1957.0,1392,11900,80.0,387.0,0,5,6,1392,1957,1957,12.01974306733868,False,False,True,False,False,False,True,False,True,False,False,False,True
520,600.0,2.0,0,600,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,2005,2005,11.925035115797062,False,False,True,False,False,False,False,True,True,False,False,True,False
941,888.0,3.0,483,458,613,2003.0,1829,9548,44.0,223.0,39,6,7,941,2003,2003,12.375815420117268,False,False,True,False,True,False,False,False,True,False,False,True,False
1516,0.0,3.0,196,975,472,1964.0,1516,10004,100.0,180.0,0,6,6,1516,1964,1964,12.025749091398891,False,False,True,False,False,False,True,False,True,False,False,False,True
1144,0.0,3.0,572,572,456,1961.0,1144,7875,75.0,136.0,0,6,5,1144,1961,1961,11.8490404949436,False,False,True,False,False,False,True,False,False,True,False,False,True
1067,0.0,2.0,442,625,436,1996.0,1067,9600,60.0,0.0,0,7,4,1067,1950,1995,11.759785542901756,False,False,True,True,False,False,False,False,False,True,False,True,False
1559,0.0,3.0,338,1221,812,1948.0,1559,8100,90.0,0.0,116,6,5,1559,1948,1973,11.941455846009388,False,False,True,False,False,False,True,False,False,True,False,False,True
483,504.0,2.0,330,153,264,1973.0,987,1680,21.0,158.0,0,5,6,483,1973,1973,11.512925464970229,False,False,True,True,False,False,False,False,False,True,False,False,True
1099,0.0,3.0,0,1099,352,1999.0,1099,9525,75.0,0.0,0,6,5,1099,1995,2006,11.877568578558138,False,False,True,False,False,False,False,True,False,True,False,True,False
768,432.0,3.0,352,416,240,1946.0,1200,11767,70.0,0.0,0,6,5,768,1946,1995,11.779128505744886,False,False,True,True,False,False,False,False,False,True,False,False,True
810,672.0,3.0,156,516,400,1934.0,1482,12155,69.0,0.0,0,8,6,672,1925,1950,11.84939770159144,False,False,True,True,False,False,False,False,False,True,True,False,False
958,581.0,3.0,0,650,686,1983.0,1539,10440,60.0,0.0,78,8,5,650,1904,2002,11.967180737247824,False,False,True,False,False,False,False,True,False,True,False,True,False
1165,0.0,3.0,312,276,490,1966.0,1165,9020,82.0,183.0,129,7,6,1127,1966,1966,12.071969661006694,True,False,False,False,False,False,True,False,True,False,False,False,True
1800,0.0,6.0,0,1800,0,1980.0,1800,8000,80.0,0.0,0,4,5,1800,1961,1961,11.856515169360303,False,False,True,False,False,False,False,True,False,True,False,False,True
876,540.0,4.0,0,876,720,1949.0,1416,12665,100.0,0.0,0,8,5,876,1915,1950,11.94405831982697,False,True,False,False,False,False,False,True,False,True,False,False,True
1701,0.0,3.0,1390,0,611,1975.0,1701,16647,69.0,0.0,0,5,5,1390,1975,1981,12.049418835484795,True,False,False,False,False,False,False,False,False,False,False,False,True
1006,769.0,3.0,513,227,425,1993.0,1775,9317,75.0,137.0,72,5,7,740,1993,1993,12.269047444691562,False,False,True,False,False,False,False,False,False,True,False,True,False
864,0.0,3.0,460,404,338,1972.0,864,15523,36.0,0.0,0,6,5,864,1972,1972,11.801856756822442,False,False,False,True,False,False,False,False,False,True,False,False,True
1307,1051.0,5.0,0,907,360,1908.0,2358,45600,75.0,0.0,40,8,6,907,1908,1997,12.388394202324127,False,False,True,False,False,False,False,True,False,True,False,False,True
1094,761.0,3.0,0,528,512,1976.0,1855,9600,80.0,360.0,100,7,6,528,1976,1994,12.138863895836725,False,False,True,False,False,False,False,True,True,False,False,False,True
848,0.0,1.0,659,189,420,2003.0,848,4435,36.0,170.0,0,5,6,848,2003,2003,11.786762130599955,False,False,False,False,True,False,False,False,False,False,False,True,False
1456,0.0,2.0,0,1273,400,2003.0,1456,3196,69.0,40.0,20,5,8,1273,2003,2003,12.2783933071098,True,False,False,False,False,False,False,True,False,False,False,True,False
918,728.0,4.0,364,554,240,1941.0,1646,7128,53.0,0.0,0,5,7,918,1941,1950,12.007621706806336,False,False,True,False,False,False,True,False,False,True,False,False,True
1445,0.0,3.0,564,563,645,1964.0,1445,12095,69.0,115.0,0,6,6,1127,1964,1964,11.970350312009105,True,False,False,False,False,False,False,True,True,False,False,False,True
1779,0.0,3.0,306,372,454,1955.0,1779,17920,102.0,0.0,418,4,5,1763,1955,1974,12.0435537160324,False,True,False,False,False,False,False,False,False,True,False,False,True
1040,0.0,3.0,659,381,260,1962.0,1040,6897,69.0,0.0,104,8,5,1040,1962,2010,11.751942365440728,False,False,True,False,False,False,False,False,False,True,False,False,True
1026,0.0,3.0,505,0,576,1981.0,1026,10970,69.0,0.0,0,6,6,940,1978,1978,11.898187865760873,True,False,False,False,True,False,False,False,False,True,False,False,True
702,779.0,3.0,0,702,343,1994.0,1481,8125,65.0,0.0,36,5,6,702,1994,1995,12.066810578196666,False,False,True,False,False,False,False,True,False,False,False,False,True
1370,0.0,3.0,0,1090,479,1976.0,1370,10400,80.0,189.0,0,5,7,1090,1976,1976,11.931635799828411,False,False,True,False,False,False,False,True,True,False,False,False,True
1512,1142.0,4.0,619,435,619,1968.0,2654,11029,69.0,220.0,65,7,6,1054,1968,1984,12.429216196844385,False,True,False,True,False,False,False,False,False,True,False,True,False
912,514.0,3.0,0,912,216,1925.0,1426,7642,55.0,0.0,240,8,7,912,1918,1998,12.154516158615772,False,False,True,False,False,False,False,True,False,True,False,True,False
1039,0.0,3.0,841,198,504,1965.0,1039,11625,75.0,0.0,0,4,5,1039,1965,1965,11.786762130599955,False,True,False,True,False,False,False,False,False,True,False,False,True
1097,0.0,3.0,338,702,480,1986.0,1097,9672,81.0,0.0,0,5,6,1040,1984,1985,11.931635799828411,False,False,True,False,True,False,False,False,False,True,False,False,True
1148,0.0,3.0,1148,0,672,1959.0,1148,7931,70.0,0.0,0,5,5,1148,1959,1959,11.794337924408412,False,False,True,True,False,False,False,False,False,True,False,False,True
1372,0.0,3.0,0,1372,529,2008.0,1372,8640,72.0,0.0,140,5,7,1372,2007,2008,12.431533509799545,False,False,True,False,False,False,False,True,False,False,False,True,False
1002,0.0,3.0,828,174,902,1973.0,1002,8750,69.0,76.0,0,6,5,1002,1970,1970,11.908340237224891,False,False,True,True,False,False,False,False,False,True,False,False,True
1646,0.0,3.0,0,1638,870,2007.0,1646,10656,67.0,274.0,80,5,8,1638,2006,2007,12.424806488355683,False,False,False,False,False,False,False,True,True,False,False,True,False
1120,0.0,3.0,932,108,544,1961.0,1120,6970,85.0,0.0,0,5,4,1040,1961,1961,11.76756768334381,False,False,True,False,False,False,False,False,True,False,True,False,False
1547,720.0,2.0,0,0,672,1979.0,2320,14762,69.0,0.0,144,6,5,0,1948,1950,12.037653993905211,False,False,True,False,False,False,False,True,False,True,False,False,True
